,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,MinutesPer90,Goals,Assists,GoalsAndAssists,NonPenaltyGoals,PenaltiesScored,PenaltiesAttempted,CrdY,CrdR,ExpGoals,NPExpGoals,ExpAssists,NPExpGoalsAndAssists,PrgC,PrgP,PrgR,GoalsPer90,AssistsPer90,GoalsAndAssistsPer90,NPGoalsPer90,NPGoalsAndAssistsPer90,ExpGoalsPer90,ExpAssistsPer90,ExpGoalsAndAssistsPer90,NPExpGoalsPer90,NPExpGoalsAndAssistsPer90
773,Enzo Barrenechea,ARG,MF,Valencia,La Liga,23,30,26,2191,24.3,1,2,3,1,0,0,6,0,1.3,1.3,0.9,2.3,21,126,16,0.04,0.08,0.12,0.04,0.12,0.05,0.04,0.09,0.05,0.09
774,Enzo Boyomo,CMR,DF,Valladolid,La Liga,22,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
775,Enzo Boyomo,CMR,DF,Osasuna,La Liga,22,34,33,2987,33.2,2,0,2,2,0,0,5,0,1.5,1.5,0.9,2.4,16,111,7,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07
776,Enzo Caumont,FRA,MF,Angers,Ligue 1,20,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,Enzo Ebosse,CMR,DF,Udinese,Serie A,25,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
778,Enzo Fernández,ARG,MF,Chelsea,Premier League,23,36,32,2947,32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.4,0.18,0.4,0.19,0.21,0.39,0.19,0.39
779,Enzo Le Fée,FRA,MF,Roma,Serie A,24,6,4,318,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1
780,Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23,17,7,684,7.6,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.4,3,31,3,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
781,Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,22,29,22,1843,20.5,6,5,11,6,0,1,9,0,7.6,6.7,3.1,9.8,44,118,123,0.29,0.24,0.54,0.29,0.54,0.37,0.15,0.52,0.33,0.48
782,Enzo Sternal,FRA,"FW,MF",Marseille,Ligue 1,17,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
783,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,21,27,21,1899,21.1,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.7,44,62,95,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
784,Eray Cömert,SUI,"DF,MF",Valladolid,La Liga,26,25,21,1779,19.8,0,0,0,0,0,0,6,0,0.9,0.9,0.0,0.9,9,48,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
785,Eren Dinkçi,GER,"MF,FW",Freiburg,Bundesliga,22,23,13,1196,13.3,0,3,3,0,0,0,1,0,1.1,1.1,2.2,3.3,33,35,71,0.0,0.23,0.23,0.0,0.23,0.09,0.16,0.25,0.09,0.25
786,Erencan Yardimci,TUR,"FW,MF",Hoffenheim,Bundesliga,22,8,3,313,3.5,0,0,0,0,0,0,2,0,1.0,1.0,0.0,1.0,4,4,12,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
787,Erhan Mašović,SRB,DF,Bochum,Bundesliga,25,16,10,910,10.1,1,1,2,1,0,0,2,0,0.6,0.6,0.9,1.5,1,35,4,0.1,0.1,0.2,0.1,0.2,0.06,0.09,0.15,0.06,0.15
788,Eric Bailly,CIV,DF,Villarreal,La Liga,30,12,8,617,6.9,0,0,0,0,0,0,2,1,0.3,0.3,0.0,0.3,1,18,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
